办理时间,部门,是否网上办,材料数量,办理时长,满意度
2024-12-01 00:00:00,市场监管局,网上办,3,4.1,5.0
2025-04-19 00:00:00,税务局,网上办,3,3.7,5.0
2025-03-06 00:00:00,人社局,网上办,8,5.6,
2025-04-09 00:00:00,人社局,窗口办,8,6.7,3.3
2025-02-01 00:00:00,人社局,窗口办,3,5.2,4.1
2025-11-02 00:00:00,人社局,网上办,7,4.4,
2025-09-30 00:00:00,市场监管局,网上办,7,5.8,4.4
2025-05-03 00:00:00,人社局,网上办,5,5.3,4.7
2025-04-15 00:00:00,住建局,网上办,6,3.9,5.0
2025-05-31 00:00:00,市场监管局,网上办,7,6.5,4.6
2025-01-07 00:00:00,市场监管局,窗口办,4,4.9,4.6
2025-03-16 00:00:00,民政局,网上办,5,4.9,4.8
2025-02-12 00:00:00,人社局,网上办,6,4.7,4.7
2025-08-23 00:00:00,民政局,网上办,2,2.9,5.0
2025-09-03 00:00:00,住建局,网上办,6,5.8,4.4
2025-07-24 00:00:00,民政局,窗口办,5,4.6,4.6
2025-09-28 00:00:00,民政局,窗口办,7,7.0,3.4
2025-07-26 00:00:00,市场监管局,窗口办,3,6.1,4.3
2025-01-12 00:00:00,民政局,窗口办,6,6.5,3.8
2025-04-09 00:00:00,民政局,网上办,6,4.8,4.6
2025-08-02 00:00:00,税务局,网上办,6,3.8,4.6
2025-09-28 00:00:00,住建局,网上办,4,3.8,5.0
2025-09-10 00:00:00,税务局,网上办,5,5.6,3.9
2025-05-08 00:00:00,民政局,窗口办,4,5.3,4.3
2024-12-08 00:00:00,人社局,窗口办,6,6.8,3.2
2025-06-08 00:00:00,住建局,网上办,2,3.3,5.0
2024-12-25 00:00:00,税务局,窗口办,8,5.8,3.6
2025-04-10 00:00:00,民政局,网上办,3,1.8,5.0
2025-04-03 00:00:00,民政局,网上办,8,5.7,4.1
2025-04-21 00:00:00,人社局,窗口办,6,5.9,3.3
2025-11-22 00:00:00,人社局,网上办,2,3.1,5.0
2025-05-22 00:00:00,市场监管局,网上办,7,4.7,4.5
2025-03-22 00:00:00,市场监管局,网上办,7,6.5,4.4
2025-02-26 00:00:00,市场监管局,网上办,4,3.6,5.0
2025-06-02 00:00:00,市场监管局,网上办,4,4.7,5.0
2025-10-21 00:00:00,税务局,窗口办,5,6.3,3.3
2025-04-27 00:00:00,民政局,窗口办,8,6.7,3.3
2025-01-07 00:00:00,民政局,网上办,2,3.5,5.0
2025-09-30 00:00:00,人社局,网上办,6,4.8,4.3
2024-12-28 00:00:00,住建局,网上办,4,4.7,4.9
2025-11-11 00:00:00,人社局,窗口办,6,6.2,3.0
2025-05-04 00:00:00,民政局,窗口办,6,5.1,4.1
2025-03-21 00:00:00,民政局,窗口办,6,4.8,4.4
2025-03-12 00:00:00,人社局,网上办,3,4.5,5.0
2025-05-09 00:00:00,民政局,网上办,2,4.0,5.0
2024-12-01 00:00:00,人社局,窗口办,5,5.8,4.6
2025-09-08 00:00:00,住建局,网上办,7,5.3,4.1
2025-10-13 00:00:00,市场监管局,网上办,6,4.6,4.9
2025-05-11 00:00:00,市场监管局,窗口办,7,7.2,2.6
2025-10-21 00:00:00,市场监管局,窗口办,4,5.4,3.9
2025-02-06 00:00:00,住建局,网上办,7,5.0,4.3
2025-03-21 00:00:00,住建局,网上办,8,6.2,3.8
2025-02-27 00:00:00,民政局,窗口办,6,5.0,4.0
2025-04-29 00:00:00,民政局,网上办,7,7.1,3.7
2025-05-03 00:00:00,市场监管局,窗口办,2,3.7,5.0
2025-10-02 00:00:00,住建局,网上办,7,4.9,4.8
2025-10-20 00:00:00,住建局,窗口办,2,5.2,4.7
2025-07-23 00:00:00,民政局,窗口办,4,4.4,5.0
2025-07-22 00:00:00,民政局,网上办,6,5.0,5.0
2025-04-29 00:00:00,民政局,网上办,7,,3.6
2025-08-29 00:00:00,市场监管局,窗口办,5,4.3,4.6
2025-04-07 00:00:00,市场监管局,窗口办,2,3.8,5.0
2025-08-17 00:00:00,住建局,窗口办,2,,4.5
2025-09-13 00:00:00,税务局,网上办,7,4.2,4.9
2025-05-04 00:00:00,税务局,网上办,3,3.4,5.0
2025-03-01 00:00:00,住建局,网上办,2,2.6,5.0
2025-07-14 00:00:00,人社局,窗口办,7,6.6,3.4
2025-01-24 00:00:00,民政局,窗口办,2,3.0,5.0
2024-12-29 00:00:00,民政局,网上办,7,4.9,4.7
2025-05-20 00:00:00,民政局,网上办,8,5.3,4.1
2025-11-27 00:00:00,民政局,网上办,5,4.7,5.0
2025-08-01 00:00:00,市场监管局,网上办,2,2.3,5.0
2025-08-04 00:00:00,人社局,窗口办,5,4.9,4.1
2025-05-03 00:00:00,人社局,网上办,5,1.9,5.0
2025-10-01 00:00:00,民政局,窗口办,7,5.7,4.2
2025-09-01 00:00:00,市场监管局,窗口办,3,5.8,4.0
2025-07-04 00:00:00,住建局,窗口办,7,7.2,3.0
2025-07-15 00:00:00,民政局,窗口办,6,6.2,3.4
2024-12-26 00:00:00,人社局,窗口办,3,5.2,4.0
2025-07-23 00:00:00,住建局,窗口办,8,7.5,2.5
2025-06-29 00:00:00,市场监管局,窗口办,2,4.8,4.8
2025-05-02 00:00:00,市场监管局,窗口办,7,6.1,3.4
2025-02-11 00:00:00,民政局,网上办,8,5.9,4.2
2025-11-23 00:00:00,住建局,窗口办,2,5.0,4.3
2025-11-26 00:00:00,住建局,窗口办,3,5.4,4.3
2025-11-02 00:00:00,民政局,网上办,5,5.6,4.1
2025-06-05 00:00:00,人社局,窗口办,5,,4.2
2025-07-30 00:00:00,民政局,网上办,6,6.5,4.2
2025-02-22 00:00:00,人社局,窗口办,2,3.1,5.0
2025-08-15 00:00:00,市场监管局,网上办,4,4.9,5.0
2025-02-05 00:00:00,人社局,窗口办,4,3.9,5.0
2025-02-22 00:00:00,住建局,窗口办,4,6.3,3.8
2025-05-18 00:00:00,人社局,网上办,8,6.6,4.0
2025-07-19 00:00:00,民政局,窗口办,7,7.0,3.3
2025-02-01 00:00:00,人社局,网上办,5,4.4,4.7
2025-11-22 00:00:00,市场监管局,网上办,7,5.9,4.5
2025-04-11 00:00:00,税务局,网上办,5,4.5,5.0
2025-07-29 00:00:00,人社局,网上办,4,5.1,4.5
2024-12-14 00:00:00,市场监管局,网上办,4,4.5,5.0
2025-06-27 00:00:00,税务局,网上办,3,2.4,5.0
2025-01-27 00:00:00,人社局,网上办,5,3.6,5.0
2025-08-11 00:00:00,人社局,网上办,5,3.7,4.8
2025-11-10 00:00:00,住建局,网上办,6,4.0,5.0
2025-04-06 00:00:00,民政局,网上办,2,,5.0
2025-09-17 00:00:00,民政局,网上办,6,4.3,4.4
2025-06-25 00:00:00,人社局,网上办,2,2.9,5.0
2025-08-20 00:00:00,市场监管局,窗口办,5,6.7,
2025-02-08 00:00:00,民政局,网上办,7,5.8,4.5
2025-11-26 00:00:00,民政局,窗口办,6,5.8,4.1
2025-08-10 00:00:00,人社局,网上办,4,3.3,5.0
2025-02-09 00:00:00,民政局,网上办,7,4.7,
2025-01-15 00:00:00,人社局,网上办,3,3.0,5.0
2025-02-13 00:00:00,人社局,窗口办,4,5.3,4.2
2025-03-16 00:00:00,住建局,网上办,2,3.8,5.0
2025-04-05 00:00:00,民政局,网上办,5,5.1,4.7
2025-02-19 00:00:00,民政局,窗口办,5,5.7,4.3
2025-02-18 00:00:00,市场监管局,网上办,7,,4.4
2025-09-06 00:00:00,人社局,窗口办,5,5.3,4.0
2025-05-04 00:00:00,民政局,网上办,4,4.5,4.6
2025-04-07 00:00:00,民政局,窗口办,5,5.6,4.0
2025-05-27 00:00:00,民政局,网上办,7,4.5,4.3
2025-06-09 00:00:00,人社局,网上办,6,5.3,4.6
2025-02-21 00:00:00,民政局,窗口办,2,4.9,4.9
2025-06-29 00:00:00,住建局,窗口办,6,5.8,3.9
2024-12-16 00:00:00,民政局,窗口办,4,4.2,4.1
2025-03-21 00:00:00,人社局,窗口办,8,7.0,3.2
2025-07-31 00:00:00,税务局,网上办,6,4.5,4.6
2025-07-04 00:00:00,住建局,网上办,5,4.2,4.9
2025-05-11 00:00:00,人社局,窗口办,5,6.2,4.1
2025-09-13 00:00:00,民政局,网上办,6,5.7,4.2
2025-11-14 00:00:00,民政局,窗口办,4,3.7,5.0
2025-07-28 00:00:00,民政局,网上办,8,5.1,4.3
2025-01-30 00:00:00,人社局,窗口办,3,4.8,4.6
2025-09-23 00:00:00,住建局,网上办,4,4.3,5.0
2025-01-23 00:00:00,税务局,窗口办,5,4.4,4.9
2025-01-08 00:00:00,市场监管局,窗口办,3,5.1,4.7
2025-03-13 00:00:00,市场监管局,网上办,3,4.3,5.0
2025-08-18 00:00:00,民政局,窗口办,8,6.4,3.2
2025-06-19 00:00:00,住建局,网上办,2,2.8,5.0
2025-03-23 00:00:00,民政局,窗口办,5,5.0,4.2
2025-09-14 00:00:00,市场监管局,网上办,5,5.2,4.5
2025-08-07 00:00:00,民政局,网上办,6,5.9,4.0
2025-02-04 00:00:00,人社局,网上办,8,5.7,3.9
2025-06-14 00:00:00,民政局,网上办,3,3.2,5.0
2025-05-31 00:00:00,人社局,窗口办,7,6.1,3.6
2025-04-19 00:00:00,税务局,窗口办,4,4.1,4.2
2025-08-17 00:00:00,人社局,网上办,5,3.7,5.0
2025-04-23 00:00:00,民政局,网上办,4,4.5,5.0
2025-11-10 00:00:00,民政局,窗口办,7,6.9,3.4
2025-06-29 00:00:00,民政局,网上办,8,,4.0
2024-12-09 00:00:00,税务局,网上办,2,2.1,5.0
2025-08-16 00:00:00,民政局,窗口办,2,,5.0
2025-04-30 00:00:00,民政局,网上办,8,6.1,3.3
2025-05-13 00:00:00,民政局,窗口办,5,6.1,
2025-06-19 00:00:00,人社局,网上办,2,3.8,5.0
2025-04-30 00:00:00,人社局,网上办,8,5.5,3.7
2025-08-08 00:00:00,民政局,网上办,3,4.0,4.8
2025-09-26 00:00:00,人社局,窗口办,8,8.4,2.6
2025-06-20 00:00:00,人社局,网上办,7,4.9,4.4
2025-02-16 00:00:00,市场监管局,窗口办,8,6.5,3.4
2024-12-19 00:00:00,住建局,窗口办,3,5.0,5.0
2025-08-08 00:00:00,住建局,网上办,4,5.3,4.5
2025-04-18 00:00:00,人社局,网上办,4,3.4,4.8
2025-03-16 00:00:00,住建局,网上办,3,2.4,5.0
2025-11-25 00:00:00,人社局,网上办,2,1.5,5.0
2025-02-27 00:00:00,税务局,窗口办,3,4.6,4.5
2025-01-12 00:00:00,住建局,网上办,6,4.1,5.0
2025-02-26 00:00:00,住建局,网上办,6,5.4,4.7
2025-01-01 00:00:00,市场监管局,窗口办,3,4.2,5.0
2025-05-31 00:00:00,民政局,窗口办,6,6.3,4.2
2025-10-21 00:00:00,住建局,网上办,2,2.1,5.0
2025-10-07 00:00:00,市场监管局,窗口办,8,5.7,3.3
2025-07-23 00:00:00,人社局,网上办,8,5.1,4.3
2025-11-10 00:00:00,民政局,窗口办,3,4.3,4.8
2025-11-29 00:00:00,人社局,窗口办,8,7.6,2.6
2025-01-03 00:00:00,民政局,网上办,3,3.9,4.8
2025-03-08 00:00:00,民政局,窗口办,5,6.3,4.0
2025-01-01 00:00:00,人社局,窗口办,2,5.1,4.6
2025-09-24 00:00:00,住建局,窗口办,8,6.7,3.9
2025-04-15 00:00:00,市场监管局,网上办,4,3.9,5.0
2025-03-04 00:00:00,税务局,网上办,4,4.7,5.0
2025-10-26 00:00:00,民政局,窗口办,2,3.5,5.0
2025-04-05 00:00:00,人社局,网上办,4,3.2,
2025-09-27 00:00:00,市场监管局,窗口办,7,6.6,3.3
2025-08-25 00:00:00,市场监管局,网上办,8,5.5,3.7
2025-01-19 00:00:00,人社局,窗口办,5,5.0,4.0
2025-06-22 00:00:00,市场监管局,网上办,8,5.5,4.3
2025-06-28 00:00:00,民政局,网上办,5,3.5,4.9
2025-05-28 00:00:00,民政局,网上办,3,4.1,5.0
2025-06-17 00:00:00,税务局,网上办,8,4.6,4.5
2025-05-10 00:00:00,住建局,网上办,5,4.0,5.0
2025-10-20 00:00:00,人社局,网上办,8,5.1,4.0
2025-09-13 00:00:00,人社局,网上办,3,3.8,5.0
2025-01-17 00:00:00,民政局,窗口办,2,5.1,4.4
2025-07-29 00:00:00,人社局,网上办,8,5.3,3.8
2025-10-16 00:00:00,市场监管局,网上办,2,,5.0
2025-06-25 00:00:00,市场监管局,网上办,6,4.2,5.0
2024-12-02 00:00:00,民政局,窗口办,4,4.4,4.7
2025-08-15 00:00:00,民政局,窗口办,4,5.7,3.6
2025-09-14 00:00:00,人社局,网上办,7,5.4,3.9
2024-12-07 00:00:00,税务局,网上办,6,5.3,5.0
2025-08-08 00:00:00,人社局,窗口办,3,5.5,4.4
2025-02-02 00:00:00,市场监管局,网上办,2,3.0,
2025-02-02 00:00:00,民政局,窗口办,5,5.7,3.8
2025-07-17 00:00:00,人社局,网上办,6,5.3,4.2
2025-07-07 00:00:00,市场监管局,窗口办,6,7.0,2.9
2025-08-14 00:00:00,住建局,窗口办,3,3.7,5.0
2025-05-03 00:00:00,人社局,网上办,4,4.9,4.7
2025-10-18 00:00:00,民政局,窗口办,4,4.2,4.7
2025-07-10 00:00:00,民政局,窗口办,3,2.7,5.0
2025-03-22 00:00:00,人社局,窗口办,5,5.4,4.2
2024-12-18 00:00:00,民政局,网上办,8,6.5,3.9
2025-11-29 00:00:00,住建局,网上办,4,4.1,5.0
2025-05-04 00:00:00,民政局,网上办,7,5.6,4.1
2025-02-02 00:00:00,住建局,窗口办,6,6.9,3.3
2025-03-21 00:00:00,民政局,网上办,3,4.1,5.0
2025-10-23 00:00:00,住建局,网上办,6,4.7,4.4
2025-09-26 00:00:00,民政局,网上办,4,3.6,4.8
2025-09-26 00:00:00,民政局,窗口办,5,5.1,4.2
2025-06-08 00:00:00,市场监管局,窗口办,5,6.4,4.1
2025-01-07 00:00:00,市场监管局,窗口办,2,4.7,4.7
2025-01-17 00:00:00,民政局,网上办,8,4.8,4.2
2025-03-28 00:00:00,人社局,网上办,5,4.8,
2025-03-04 00:00:00,人社局,网上办,7,6.0,4.3
2025-07-30 00:00:00,民政局,窗口办,8,6.1,3.1
2025-02-25 00:00:00,民政局,网上办,5,6.2,4.5
2025-07-06 00:00:00,民政局,窗口办,8,6.4,3.1
2025-01-29 00:00:00,住建局,网上办,4,4.4,5.0
2025-06-01 00:00:00,民政局,窗口办,6,6.8,3.8
2025-05-20 00:00:00,税务局,网上办,8,4.7,4.8
2025-03-07 00:00:00,民政局,网上办,6,4.1,4.8
2025-06-27 00:00:00,民政局,网上办,2,4.0,5.0
2024-12-14 00:00:00,市场监管局,窗口办,7,4.8,3.8
2025-06-29 00:00:00,民政局,窗口办,7,4.7,3.9
2025-08-24 00:00:00,人社局,窗口办,5,4.2,4.6
2025-11-04 00:00:00,民政局,网上办,4,3.8,5.0
2025-02-21 00:00:00,人社局,窗口办,6,7.1,3.6
2025-02-19 00:00:00,市场监管局,窗口办,6,5.6,3.9
2025-10-27 00:00:00,市场监管局,窗口办,4,5.6,3.9
2025-09-23 00:00:00,民政局,窗口办,8,6.6,3.1
2024-12-07 00:00:00,民政局,窗口办,4,6.5,3.8
2025-07-15 00:00:00,税务局,网上办,3,2.9,5.0
2025-04-25 00:00:00,人社局,网上办,2,2.8,5.0
2025-04-16 00:00:00,民政局,窗口办,8,7.0,3.1
2025-09-01 00:00:00,人社局,网上办,8,4.3,4.8
2025-01-23 00:00:00,民政局,网上办,3,4.0,5.0
2025-08-04 00:00:00,人社局,网上办,8,6.7,3.6
2024-12-17 00:00:00,住建局,网上办,8,6.7,4.0
2025-06-21 00:00:00,税务局,窗口办,6,6.0,3.2
2025-06-15 00:00:00,人社局,网上办,6,4.3,4.4
2025-04-12 00:00:00,市场监管局,网上办,8,4.5,4.2
2025-04-23 00:00:00,税务局,网上办,2,2.4,5.0
2025-04-05 00:00:00,市场监管局,网上办,3,4.0,
2025-09-23 00:00:00,民政局,窗口办,6,5.1,4.0
2025-11-22 00:00:00,民政局,网上办,4,4.1,5.0
2025-08-17 00:00:00,人社局,网上办,2,3.6,5.0
2024-12-10 00:00:00,民政局,网上办,5,4.1,4.7
2025-07-22 00:00:00,民政局,窗口办,7,7.2,3.5
2024-12-08 00:00:00,人社局,窗口办,4,5.7,4.3
2025-02-27 00:00:00,民政局,窗口办,4,5.7,4.0
2025-06-09 00:00:00,民政局,网上办,3,3.7,5.0
2025-02-09 00:00:00,市场监管局,网上办,6,4.7,4.4
2025-05-18 00:00:00,住建局,网上办,7,5.3,4.1
2025-09-18 00:00:00,市场监管局,网上办,4,4.6,5.0
2025-02-01 00:00:00,人社局,窗口办,3,6.2,4.5
2024-12-01 00:00:00,民政局,网上办,6,5.5,4.4
2025-10-15 00:00:00,市场监管局,网上办,8,5.9,3.9
2025-01-11 00:00:00,住建局,网上办,4,2.9,5.0
2025-06-06 00:00:00,住建局,窗口办,8,6.8,3.2
2025-03-17 00:00:00,人社局,窗口办,4,5.3,4.2
2025-09-23 00:00:00,人社局,网上办,2,4.2,
2025-04-14 00:00:00,人社局,窗口办,3,4.0,5.0
2025-04-21 00:00:00,市场监管局,窗口办,2,2.8,5.0
2025-10-31 00:00:00,税务局,网上办,3,,5.0
2025-03-23 00:00:00,民政局,窗口办,5,4.3,4.2
2025-03-03 00:00:00,人社局,网上办,5,4.8,4.3
2025-09-10 00:00:00,税务局,窗口办,4,4.2,4.9
2025-04-07 00:00:00,民政局,网上办,7,5.0,4.4
2025-05-15 00:00:00,人社局,网上办,3,,5.0
2025-01-20 00:00:00,人社局,网上办,7,5.1,4.7
2024-12-27 00:00:00,人社局,窗口办,4,4.6,4.8
2025-07-09 00:00:00,民政局,窗口办,7,6.6,2.9
2025-04-28 00:00:00,住建局,网上办,5,3.6,
2025-01-17 00:00:00,税务局,网上办,8,4.8,4.8
2025-02-18 00:00:00,民政局,窗口办,3,4.4,4.6
2024-12-11 00:00:00,人社局,网上办,5,4.7,
2025-07-13 00:00:00,民政局,窗口办,2,4.3,4.9
2025-07-22 00:00:00,人社局,窗口办,8,6.8,2.8
2025-11-02 00:00:00,民政局,网上办,7,4.9,4.3
2025-04-24 00:00:00,民政局,网上办,8,6.0,3.7
2025-09-03 00:00:00,人社局,网上办,5,3.7,5.0
2025-06-10 00:00:00,民政局,窗口办,4,3.9,4.4
2025-11-21 00:00:00,人社局,窗口办,7,5.9,3.4
2025-05-13 00:00:00,民政局,网上办,7,5.8,4.4
2025-07-21 00:00:00,住建局,网上办,8,6.6,3.5
2025-01-13 00:00:00,人社局,窗口办,8,6.9,2.9
2025-03-20 00:00:00,市场监管局,网上办,3,2.9,5.0
2025-09-10 00:00:00,住建局,窗口办,6,6.9,3.1
2025-08-15 00:00:00,人社局,网上办,6,4.7,5.0
2025-01-06 00:00:00,住建局,窗口办,2,4.0,4.4
2025-08-13 00:00:00,人社局,网上办,3,4.0,4.8
2025-11-14 00:00:00,住建局,窗口办,6,6.7,
2025-06-16 00:00:00,民政局,窗口办,3,5.4,4.5
2025-05-06 00:00:00,税务局,网上办,4,5.1,4.7
2025-07-18 00:00:00,民政局,网上办,6,5.0,4.6
2025-03-05 00:00:00,住建局,网上办,3,4.1,
2024-12-05 00:00:00,人社局,网上办,3,3.5,5.0
2025-09-11 00:00:00,人社局,网上办,2,3.2,5.0
2025-09-28 00:00:00,人社局,窗口办,3,4.8,4.6
2025-04-03 00:00:00,民政局,网上办,4,4.4,5.0
2025-05-20 00:00:00,民政局,网上办,8,5.4,3.9
2025-07-10 00:00:00,民政局,网上办,4,3.8,5.0
2025-09-19 00:00:00,人社局,窗口办,3,4.8,
2025-03-22 00:00:00,市场监管局,网上办,7,6.5,4.4
2025-05-01 00:00:00,民政局,窗口办,7,5.6,3.9
2025-10-29 00:00:00,市场监管局,窗口办,8,,3.1
2025-06-07 00:00:00,市场监管局,窗口办,7,7.1,3.4
2025-10-19 00:00:00,市场监管局,网上办,6,5.8,4.5
2025-04-30 00:00:00,市场监管局,网上办,4,5.4,4.4
2025-04-20 00:00:00,人社局,网上办,3,3.9,5.0
2025-05-01 00:00:00,市场监管局,网上办,8,6.0,3.8
2025-11-30 00:00:00,税务局,网上办,7,5.8,4.0
2025-09-29 00:00:00,人社局,网上办,7,4.1,5.0
2025-06-11 00:00:00,市场监管局,网上办,4,5.4,4.6
2025-02-16 00:00:00,住建局,窗口办,2,3.6,4.8
2025-08-18 00:00:00,民政局,网上办,8,5.6,3.8
2025-07-24 00:00:00,市场监管局,网上办,6,5.2,4.9
2025-07-03 00:00:00,民政局,网上办,8,5.7,4.0
2025-04-18 00:00:00,人社局,窗口办,2,,
2025-02-03 00:00:00,税务局,网上办,2,3.2,5.0
2025-08-04 00:00:00,民政局,网上办,8,5.8,4.4
2025-11-04 00:00:00,人社局,窗口办,8,6.2,3.5
2025-06-06 00:00:00,税务局,窗口办,3,5.4,4.2
2025-06-17 00:00:00,人社局,网上办,6,4.0,5.0
2025-10-09 00:00:00,民政局,网上办,5,3.3,5.0
2025-06-09 00:00:00,市场监管局,网上办,8,7.2,3.6
2025-02-26 00:00:00,人社局,网上办,2,3.6,5.0
2025-08-24 00:00:00,市场监管局,网上办,6,4.5,4.8
2025-06-24 00:00:00,住建局,网上办,4,4.6,5.0
2024-12-23 00:00:00,市场监管局,网上办,6,5.3,4.2
2025-08-26 00:00:00,市场监管局,窗口办,5,6.3,3.4
2025-10-05 00:00:00,住建局,网上办,8,5.7,4.1
2025-01-16 00:00:00,市场监管局,网上办,3,3.3,5.0
2025-07-21 00:00:00,人社局,网上办,6,4.6,4.8
2025-10-08 00:00:00,民政局,网上办,8,5.8,3.9
2025-01-30 00:00:00,民政局,网上办,3,2.7,5.0
2025-05-01 00:00:00,市场监管局,网上办,2,3.3,5.0
2025-04-27 00:00:00,人社局,网上办,3,5.0,5.0
2025-08-23 00:00:00,市场监管局,网上办,5,5.9,3.9
2025-04-06 00:00:00,市场监管局,网上办,6,4.3,
2025-04-24 00:00:00,市场监管局,窗口办,7,7.3,3.1
2025-09-05 00:00:00,民政局,窗口办,3,4.2,5.0
2025-09-05 00:00:00,市场监管局,网上办,5,4.0,4.9
2024-12-11 00:00:00,人社局,网上办,4,3.6,5.0
2025-01-13 00:00:00,民政局,网上办,3,3.5,5.0
2025-04-05 00:00:00,市场监管局,窗口办,4,4.1,4.7
2025-11-08 00:00:00,住建局,窗口办,6,5.5,3.6
2025-04-27 00:00:00,住建局,网上办,5,4.4,5.0
2025-02-14 00:00:00,住建局,网上办,4,4.6,5.0
2025-07-30 00:00:00,市场监管局,窗口办,2,4.8,
2025-03-16 00:00:00,住建局,网上办,4,3.6,4.9
2024-12-26 00:00:00,市场监管局,窗口办,7,,4.5
2025-09-15 00:00:00,人社局,网上办,6,5.4,4.2
2025-08-18 00:00:00,民政局,网上办,6,6.1,4.4
2025-01-07 00:00:00,民政局,窗口办,3,5.3,4.9
2025-09-28 00:00:00,市场监管局,窗口办,5,4.2,4.7
2025-03-23 00:00:00,税务局,网上办,8,5.4,4.4
2025-11-01 00:00:00,住建局,网上办,5,4.1,5.0
2025-01-17 00:00:00,民政局,窗口办,6,5.8,
2025-02-24 00:00:00,民政局,窗口办,6,6.2,3.6
2025-08-21 00:00:00,市场监管局,网上办,4,5.2,4.7
2025-10-05 00:00:00,市场监管局,网上办,7,5.3,4.2
2025-06-22 00:00:00,税务局,窗口办,8,5.4,3.5
2025-02-25 00:00:00,市场监管局,窗口办,7,6.1,3.5
2025-01-13 00:00:00,市场监管局,窗口办,2,2.4,5.0
2025-06-19 00:00:00,民政局,网上办,5,4.6,5.0
2025-01-20 00:00:00,人社局,窗口办,3,4.4,4.9
2025-02-04 00:00:00,市场监管局,窗口办,3,5.2,4.8
2025-10-07 00:00:00,市场监管局,网上办,4,4.8,4.7
2025-01-30 00:00:00,人社局,窗口办,4,5.6,4.1
2025-11-25 00:00:00,住建局,网上办,7,4.2,4.7
2024-12-14 00:00:00,民政局,网上办,8,5.2,4.2
2024-12-05 00:00:00,民政局,窗口办,6,6.1,3.2
2024-12-12 00:00:00,民政局,网上办,7,4.6,4.9
2025-02-01 00:00:00,民政局,网上办,4,3.2,5.0
2025-06-23 00:00:00,人社局,网上办,7,4.0,4.8
2024-12-15 00:00:00,民政局,窗口办,6,4.5,4.0
2025-09-08 00:00:00,住建局,网上办,3,5.0,5.0
2025-10-03 00:00:00,市场监管局,网上办,3,4.5,5.0
2025-06-13 00:00:00,税务局,网上办,5,5.3,4.5
2025-10-17 00:00:00,税务局,窗口办,6,6.1,3.8
2025-09-22 00:00:00,人社局,窗口办,5,6.0,3.5
2025-10-05 00:00:00,人社局,窗口办,2,3.4,5.0
2025-10-22 00:00:00,税务局,窗口办,8,7.2,3.0
2025-09-10 00:00:00,民政局,窗口办,7,6.7,3.9
2025-07-09 00:00:00,民政局,网上办,3,3.7,5.0
2025-07-22 00:00:00,民政局,窗口办,3,5.3,4.3
2025-11-04 00:00:00,住建局,网上办,3,4.4,4.6
2025-03-19 00:00:00,市场监管局,网上办,8,6.2,4.0
2025-02-15 00:00:00,住建局,窗口办,2,5.4,4.7
2025-09-28 00:00:00,民政局,网上办,7,5.4,4.6
2025-04-07 00:00:00,民政局,窗口办,6,8.2,
2025-04-03 00:00:00,民政局,网上办,2,3.8,5.0
2025-05-15 00:00:00,民政局,网上办,6,5.1,4.6
2025-10-17 00:00:00,民政局,网上办,7,5.5,4.3
2025-04-30 00:00:00,人社局,网上办,2,3.2,
2025-11-13 00:00:00,民政局,网上办,7,6.3,3.7
2025-07-19 00:00:00,市场监管局,网上办,8,5.8,4.0
2025-05-15 00:00:00,人社局,网上办,5,3.2,4.9
2025-05-16 00:00:00,人社局,网上办,7,5.8,4.1
2024-12-31 00:00:00,市场监管局,窗口办,8,7.9,2.8
2025-03-07 00:00:00,人社局,网上办,4,4.0,5.0
2024-12-31 00:00:00,民政局,窗口办,3,4.7,4.9
2025-04-05 00:00:00,住建局,网上办,2,,5.0
2024-12-05 00:00:00,税务局,网上办,5,4.1,4.6
2025-02-25 00:00:00,民政局,网上办,2,3.3,5.0
2025-09-21 00:00:00,人社局,网上办,2,3.6,5.0
2025-09-18 00:00:00,住建局,网上办,7,5.2,4.1
2025-11-06 00:00:00,市场监管局,网上办,6,4.5,4.3
2025-05-23 00:00:00,人社局,网上办,5,5.2,4.7
2025-01-04 00:00:00,人社局,窗口办,6,6.2,3.8
2025-03-03 00:00:00,市场监管局,窗口办,6,6.9,2.6
2025-11-19 00:00:00,市场监管局,窗口办,2,4.8,4.9
2025-04-24 00:00:00,住建局,网上办,2,4.3,5.0
2025-01-18 00:00:00,人社局,窗口办,4,4.6,4.1
2025-05-28 00:00:00,市场监管局,网上办,8,4.6,3.7
2025-01-15 00:00:00,民政局,窗口办,6,6.2,3.3
2025-06-05 00:00:00,住建局,窗口办,3,4.6,3.9
2025-04-24 00:00:00,人社局,网上办,4,3.1,5.0
2024-12-18 00:00:00,民政局,窗口办,4,5.0,4.2
2025-10-06 00:00:00,市场监管局,网上办,5,4.5,4.9
2025-01-24 00:00:00,人社局,窗口办,6,6.2,3.4
2025-01-27 00:00:00,人社局,网上办,8,6.2,4.1
2025-08-07 00:00:00,人社局,窗口办,5,5.8,4.1
2025-01-10 00:00:00,市场监管局,窗口办,4,4.9,4.1
2025-08-25 00:00:00,人社局,网上办,7,6.5,3.6
2025-04-09 00:00:00,市场监管局,网上办,2,3.2,5.0
2025-10-06 00:00:00,住建局,网上办,3,3.8,5.0
2025-04-26 00:00:00,人社局,网上办,8,4.6,4.1
2025-04-29 00:00:00,民政局,窗口办,8,6.4,3.5
2025-01-05 00:00:00,民政局,窗口办,4,4.8,4.8
2025-09-24 00:00:00,住建局,网上办,5,4.6,4.6
